Logging to ./logs_PPO_0.0
---------------------------------
| rollout/           |          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 46          |
|    ep_rew_mean          | -242        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 290         |
|    time_elapsed         | 125587      |
|    total_timesteps      | 37120       |
| train/                  |             |
|    adaptive_beta        | 0.349       |
|    approx_kl            | 0.003927188 |
|    clip_fraction        | 0.00313     |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 1.66e+03    |
|    n_updates            | 2890        |
|    policy_gradient_loss | -0.00602    |
|    value_loss           | 3.15e+03    |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 46.6          |
|    ep_rew_mean          | -245          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 291           |
|    time_elapsed         | 125843        |
|    total_timesteps      | 37248         |
| train/                  |               |
|    adaptive_beta        | 0.349         |
|    approx_kl            | 0.00073050056 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -10.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.4e+03       |
|    n_updates            | 2900          |
|    policy_gradient_loss | -0.011        |
|    value_loss           | 2.85e+03      |
-------------------------------------------
---------------------------------------
| eval/                   |           |
|    mean_ep_length       | 3.4       |
|    mean_reward          | -12.2     |
| time/                   |           |
|    total_timesteps      | 37376     |
| train/                  |           |
|    adaptive_beta        | 0.349     |
|    approx_kl            | 0.0516227 |
|    clip_fraction        | 0.203     |
|    clip_range           | 0.2       |
|    entropy_loss         | -10.3     |
|    explained_variance   | 1.19e-07  |
|    learning_rate        | 0.0003    |
|    loss                 | 1.21e+03  |
|    n_updates            | 2910      |
|    policy_gradient_loss | -0.0671   |
|    value_loss           | 1.89e+03  |
---------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 46.7     |
|    ep_rew_mean     | -243     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 292      |
|    time_elapsed    | 126160   |
|    total_timesteps | 37376    |
| train/             |          |
|    adaptive_beta   | 0.349    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 47.3         |
|    ep_rew_mean          | -246         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 293          |
|    time_elapsed         | 126427       |
|    total_timesteps      | 37504        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0035314579 |
|    clip_fraction        | 0.00469      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -3.58e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.05e+03     |
|    n_updates            | 2920         |
|    policy_gradient_loss | -0.0194      |
|    value_loss           | 3.63e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 48           |
|    ep_rew_mean          | -251         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 294          |
|    time_elapsed         | 126695       |
|    total_timesteps      | 37632        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0010868353 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0003       |
